name,region,delegation,commune,category_code,category_name,facility_type,departments
Taounza,Béni Mellal-Khénifra,Azilal,Taounza,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Indjaren,Béni Mellal-Khénifra,Azilal,Taounza,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tisqi,Béni Mellal-Khénifra,Azilal,Tisqi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Attab,Béni Mellal-Khénifra,Azilal,Moulay Aissa Ben Driss,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ouirar,Béni Mellal-Khénifra,Azilal,Tanant,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bouhrazen,Béni Mellal-Khénifra,Azilal,Tanant,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tanant,Béni Mellal-Khénifra,Azilal,Tanant,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
A. Taguella,Béni Mellal-Khénifra,Azilal,Ait Taguella,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouzoud,Béni Mellal-Khénifra,Azilal,Ait Taguella,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tislit,Béni Mellal-Khénifra,Azilal,Tabia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tabia,Béni Mellal-Khénifra,Azilal,Tabia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Foum Jemaa,Béni Mellal-Khénifra,Azilal,Foum Jemaa,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Guimi,Béni Mellal-Khénifra,Azilal,Bni Hassane,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ibaraguen,Béni Mellal-Khénifra,Azilal,Bni Hassane,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tirst,Béni Mellal-Khénifra,Azilal,Bni Hassane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Bouhakou,Béni Mellal-Khénifra,Azilal,Rfala,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taghrart,Béni Mellal-Khénifra,Azilal,Rfala,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Rfala,Béni Mellal-Khénifra,Azilal,Rfala,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bzou,Béni Mellal-Khénifra,Azilal,Bzou,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oued Laabid,Béni Mellal-Khénifra,Azilal,Bzou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouazier,Béni Mellal-Khénifra,Azilal,Rfala,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bin El Ouidane,Béni Mellal-Khénifra,Azilal,Bin El Ouidane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Isseksi,Béni Mellal-Khénifra,Azilal,Isseksi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Boukhouch,Béni Mellal-Khénifra,Azilal,Ait Mazigh,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouaouizeght,Béni Mellal-Khénifra,Azilal,Ouaouizeght,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tabaroucht,Béni Mellal-Khénifra,Azilal,Tabaroucht,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tagleft,Béni Mellal-Khénifra,Azilal,Tagleft,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ouqabli,Béni Mellal-Khénifra,Azilal,Ait Ouqabli,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Anergui,Béni Mellal-Khénifra,Azilal,Anergui,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tiffert At Hamza,Béni Mellal-Khénifra,Azilal,Tiffert N'Ait Hamza,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Tamjout,Béni Mellal-Khénifra,Azilal,Tagleft,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tillougguite,Béni Mellal-Khénifra,Azilal,Tilougguite,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
S. Ali Ben Brahim,Béni Mellal-Khénifra,Azilal,Bni Ayat,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Laaouina,Béni Mellal-Khénifra,Azilal,Bni Ayat,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tizgui-N'bni Ayat,Béni Mellal-Khénifra,Azilal,Bni Ayat,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Afourar,Béni Mellal-Khénifra,Azilal,Afourar,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Guirt,Béni Mellal-Khénifra,Azilal,Ait Ouaarda,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tanfarda,Béni Mellal-Khénifra,Azilal,Bni Ayat,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Timoulilt,Béni Mellal-Khénifra,Azilal,Timoulilt,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ouaarda,Béni Mellal-Khénifra,Azilal,Ait Ouaarda,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tidili,Béni Mellal-Khénifra,Azilal,Tidili Fetouaka,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ihoudjine,Béni Mellal-Khénifra,Azilal,Tidili Fetouaka,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Draa,Béni Mellal-Khénifra,Azilal,Tidili Fetouaka,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Issoulane,Béni Mellal-Khénifra,Azilal,Ait Oumdis,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Tamlil,Béni Mellal-Khénifra,Azilal,Ait Tamlil,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Toufghine,Béni Mellal-Khénifra,Azilal,Ait Tamlil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bouachiba,Béni Mellal-Khénifra,Azilal,Anzou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Maala,Béni Mellal-Khénifra,Azilal,Sidi Yacoub,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Mdiouel,Béni Mellal-Khénifra,Azilal,Ait Tamlil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Chraa,Béni Mellal-Khénifra,Azilal,Ait Oumdis,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Ouihsan,Béni Mellal-Khénifra,Azilal,Anzou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sourne,Béni Mellal-Khénifra,Azilal,Sidi Yacoub,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Magdaze,Béni Mellal-Khénifra,Azilal,Ait Tamlil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouazent,Béni Mellal-Khénifra,Azilal,Ouaoula,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Choarit,Béni Mellal-Khénifra,Azilal,Ouaoula,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amougez,Béni Mellal-Khénifra,Azilal,Ouaoula,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Imlil,Béni Mellal-Khénifra,Azilal,Imlil,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Iminifri,Béni Mellal-Khénifra,Azilal,Tifni,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tifni,Béni Mellal-Khénifra,Azilal,Tifni,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tizgui-N'tifni,Béni Mellal-Khénifra,Azilal,Tifni,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Salah,Béni Mellal-Khénifra,Azilal,Ait Majden,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tizgui N'Ait Majden,Béni Mellal-Khénifra,Azilal,Ait Majden,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouaoula,Béni Mellal-Khénifra,Azilal,Ouaoula,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Mahda,Béni Mellal-Khénifra,Azilal,Ouaoula,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tizi Noubadou,Béni Mellal-Khénifra,Azilal,Ait Blal,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Iwariden,Béni Mellal-Khénifra,Azilal,Sidi Boulkhalf,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Toutline,Béni Mellal-Khénifra,Azilal,Sidi Boulkhalf,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Majden,Béni Mellal-Khénifra,Azilal,Ait Majden,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Adamaghen,Béni Mellal-Khénifra,Azilal,Ouaoula,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Hay Mohammadi,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Ksiba,Béni Mellal-Khénifra,Beni Mellal,El Ksiba,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ghar N'hal,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Amria,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Laboratoire  (Hôp.Prov.),Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Hay Mohammadi,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Massira II,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Od Hamdane,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Somaa,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ghdira El Hamra,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hajra,Béni Mellal-Khénifra,Beni Mellal,Kasba Tadla,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Beni Mellal,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Kasba Tadla,Béni Mellal-Khénifra,Beni Mellal,Kasba Tadla,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Zaouiat Cheikh,Béni Mellal-Khénifra,Beni Mellal,Zaouiat Cheikh,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ourbiaa,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Rmila,Béni Mellal-Khénifra,Beni Mellal,Béni Mellal,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Sidi Jaber,Béni Mellal-Khénifra,Beni Mellal,Sidi Jaber,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Zouair,Béni Mellal-Khénifra,Beni Mellal,Ouled Yaich,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Foum Oudi,Béni Mellal-Khénifra,Beni Mellal,Foum Oudi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Gnaou,Béni Mellal-Khénifra,Beni Mellal,Ouled Gnaou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Laayayta,Béni Mellal-Khénifra,Beni Mellal,Ouled Gnaou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Yaich,Béni Mellal-Khénifra,Beni Mellal,Ouled Yaich,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bezzaza,Béni Mellal-Khénifra,Beni Mellal,Ouled Yaich,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Foum El Anceur,Béni Mellal-Khénifra,Beni Mellal,Foum El Anceur,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled M'barek,Béni Mellal-Khénifra,Beni Mellal,Ouled M'Barek,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Adouz,Béni Mellal-Khénifra,Beni Mellal,Foum El Anceur,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tizi N'isly,Béni Mellal-Khénifra,Beni Mellal,Tizi N'Isly,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tihouna Ouidir,Béni Mellal-Khénifra,Beni Mellal,Tizi N'Isly,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Boutferda,Béni Mellal-Khénifra,Beni Mellal,Boutferda,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Aghbala,Béni Mellal-Khénifra,Beni Mellal,Aghbala,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tingarf,Béni Mellal-Khénifra,Beni Mellal,Boutferda,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taghzirt,Béni Mellal-Khénifra,Beni Mellal,Taghzirt,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bencherrou,Béni Mellal-Khénifra,Beni Mellal,Naour,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Naour,Béni Mellal-Khénifra,Beni Mellal,Naour,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tighboula,Béni Mellal-Khénifra,Beni Mellal,Dir El Ksiba,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taghzoute,Béni Mellal-Khénifra,Beni Mellal,Dir El Ksiba,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Imhiouach,Béni Mellal-Khénifra,Beni Mellal,Dir El Ksiba,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Gharm El Alem,Béni Mellal-Khénifra,Beni Mellal,Dir El Ksiba,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ikkou (Ait Ali Ouhammou),Béni Mellal-Khénifra,Beni Mellal,Dir El Ksiba,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tibihit(Ait Oum L'bekht),Béni Mellal-Khénifra,Beni Mellal,Ait Oum El Bekht,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Fareata,Béni Mellal-Khénifra,Beni Mellal,Taghzirt,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tanougha,Béni Mellal-Khénifra,Beni Mellal,Tanougha,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Said Loued,Béni Mellal-Khénifra,Beni Mellal,Ouled Said L'Oued,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Youssef,Béni Mellal-Khénifra,Beni Mellal,Ouled Youssef,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Semguet,Béni Mellal-Khénifra,Beni Mellal,Semguet,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Rouadi,Béni Mellal-Khénifra,Beni Mellal,Semguet,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Charikat Rbah,Béni Mellal-Khénifra,Beni Mellal,Semguet,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Guettaya,Béni Mellal-Khénifra,Beni Mellal,Guettaya,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Kamoune,Béni Mellal-Khénifra,Beni Mellal,Guettaya,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od SMAIL,Béni Mellal-Khénifra,Beni Mellal,Ouled Said L'Oued,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Chtioui,Béni Mellal-Khénifra,Fkih Ben Saleh,Souk Sebt Ouled Nemma,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Souk Sebt,Béni Mellal-Khénifra,Fkih Ben Saleh,Souk Sebt Ouled Nemma,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Oulad Ayad,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Ayad,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Kouacem,Béni Mellal-Khénifra,Fkih Ben Saleh,Fquih Ben Salah,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Jamila,Béni Mellal-Khénifra,Fkih Ben Saleh,Fquih Ben Salah,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ouled Sidi Chennane,Béni Mellal-Khénifra,Fkih Ben Saleh,Fquih Ben Salah,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Fquih Ben Saleh,Béni Mellal-Khénifra,Fkih Ben Saleh,Fquih Ben Salah,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Rouajeh,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Bourahmoune,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od ZMAME,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Zmam,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouaker,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Zmam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lamrabta,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Zmam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od BOUAZZA,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Bourahmoune,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Krazza,Béni Mellal-Khénifra,Fkih Ben Saleh,Sidi Hammadi,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od HAMMOU,Béni Mellal-Khénifra,Fkih Ben Saleh,Sidi Hammadi,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Sidi Hammadi,Béni Mellal-Khénifra,Fkih Ben Saleh,Sidi Hammadi,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Bourahmoun,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Bourahmoune,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
S. Aissa Ben Ali,Béni Mellal-Khénifra,Fkih Ben Saleh,Sidi Aissa Ben Ali,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Mrah,Béni Mellal-Khénifra,Fkih Ben Saleh,Sidi Aissa Ben Ali,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Slimane,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Bourahmoune,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lahlalma,Béni Mellal-Khénifra,Fkih Ben Saleh,Bradia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Larbi Soussi,Béni Mellal-Khénifra,Fkih Ben Saleh,Krifate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Boukhadou,Béni Mellal-Khénifra,Fkih Ben Saleh,Krifate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Yahya,Béni Mellal-Khénifra,Fkih Ben Saleh,Krifate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Abdoune,Béni Mellal-Khénifra,Fkih Ben Saleh,Krifate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Ayoub,Béni Mellal-Khénifra,Fkih Ben Saleh,Hel Merbaa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Krifate,Béni Mellal-Khénifra,Fkih Ben Saleh,Krifate,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Hel Merbaa,Béni Mellal-Khénifra,Fkih Ben Saleh,Hel Merbaa,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od RGUIA,Béni Mellal-Khénifra,Fkih Ben Saleh,Hel Merbaa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od YAALA,Béni Mellal-Khénifra,Fkih Ben Saleh,Hel Merbaa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Oulad Hassoun,Béni Mellal-Khénifra,Fkih Ben Saleh,Khalfia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oulad Abdellah,Béni Mellal-Khénifra,Fkih Ben Saleh,Khalfia,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od NEJAA,Béni Mellal-Khénifra,Fkih Ben Saleh,Khalfia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Chorfa,Béni Mellal-Khénifra,Fkih Ben Saleh,Khalfia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bni Chegdale,Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Chegdale,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od ALI DHIRATE,Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Chegdale,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
